Name,E11,V12,G12,C11,C12,C44,RelDensity,AniRatio,mass,Thickness1,Thickness2
L20G0T33-3_G068T64-1_C9S,4238.476,0.312,2237.465,5911.211,2680.666,2237.465,0.192,1.385,0.00413964,0.6,0.4
L20G0T33-3_G08T64-1_C9S,4406.238,0.316,2597.245,6223.294,2875.089,2597.245,0.229,1.551,0.00493881,0.6,0.4
L20G0T33-3_G0T33-4_C6S,5713.984,0.299,2843.462,7670.467,3271.712,2843.462,0.214,1.293,0.00461679,0.6,0.4
L20G0T33-3_G0T34-0_C6S,6479.997,0.254,2051.407,7835.216,2667.755,2051.407,0.176,0.794,0.00379796,0.6,0.4
L20G0T33-4_G0124T64-4_C9S,4574.774,0.177,2202.524,4951.77,1064.962,2202.524,0.223,1.133,0.00481008,0.6,0.4
L20G0T33-4_G0125T64-0_C9S,5036.912,0.181,2345.658,5474.919,1209.964,2345.658,0.233,1.1,0.00504285,0.6,0.4
L20G0T33-4_G0128T64-1_C9S,5139.581,0.255,2741.493,6226.503,2131.219,2741.493,0.234,1.339,0.00504366,0.6,0.4
L20G0T33-4_G012T34-4_C6S,3667.39,0.329,2716.384,5414.128,2654.617,2716.384,0.201,1.969,0.00434602,0.6,0.4
L20G0T33-4_G012T34-7_C6S,3561.61,0.288,2621.508,4643.491,1878.266,2621.508,0.204,1.896,0.0044069,0.6,0.4
L20G0T33-4_G012T64-0_C9S,5236.472,0.239,2175.347,6161.432,1935.062,2175.347,0.186,1.029,0.00402531,0.6,0.4
L20G0T33-4_G012T64-2_C9S,5349.563,0.292,2430.942,7046.861,2906.333,2430.942,0.186,1.174,0.0040141,0.6,0.4
L20G0T33-4_G013T34-0_C6S,3567.265,0.293,2518.328,4711.464,1952.559,2518.328,0.199,1.826,0.00430861,0.6,0.4
L20G0T33-4_G015T34-11_C6S,3336.04,0.287,2370.715,4338.43,1746.325,2370.715,0.193,1.829,0.00416018,0.6,0.4
L20G0T33-4_G015T34-2_C6S,3773.885,0.303,2654.928,5123.666,2227.361,2654.928,0.206,1.833,0.004457,0.6,0.4
L20G0T33-4_G017T34-0_C6S,3860.6,0.307,2715.182,5303.043,2349.256,2715.182,0.21,1.838,0.00453117,0.6,0.4
L20G0T33-4_G017T34-4_C6S,3247.478,0.286,2313.951,4212.692,1687.437,2313.951,0.189,1.833,0.00408596,0.6,0.4
L20G0T33-4_G01T63-1_C9S,5567.757,0.244,3238.719,6608.634,2132.945,3238.719,0.28,1.447,0.00603839,0.6,0.4
L20G0T33-4_G01T63-4_C9S,5901.874,0.226,2936.863,6799.232,1985.305,2936.863,0.258,1.22,0.00556473,0.6,0.4
L20G0T33-4_G01T63-5_C9S,6550.723,0.213,2947.227,7404.424,2003.993,2947.227,0.255,1.091,0.00551712,0.6,0.4
L20G0T33-4_G023T34-1_C6S,4931.828,0.222,2159.777,5647.309,1611.443,2159.777,0.201,1.07,0.00434586,0.6,0.4
L20G0T33-4_G023T34-2_C6S,4526.822,0.28,2764.596,5787.13,2250.551,2764.596,0.204,1.563,0.0044072,0.6,0.4
L20G0T33-4_G025T34-1_C6S,5180.031,0.246,2296.753,6170.523,2013.194,2296.753,0.208,1.105,0.00449308,0.6,0.4
L20G0T33-4_G025T34-2_C6S,4289.353,0.276,2649.972,5432.524,2070.962,2649.972,0.197,1.577,0.00426078,0.6,0.4
L20G0T33-4_G025T34-5_C6S,4666.273,0.284,2873.224,6023.299,2389.13,2873.224,0.211,1.581,0.00455159,0.6,0.4
L20G0T33-4_G027T34-0_C6S,5223.63,0.252,2340.129,6291.99,2119.761,2340.129,0.211,1.122,0.00456693,0.6,0.4
L20G0T33-4_G027T34-1_C6S,4106.683,0.271,2594.442,5142.895,1911.831,2594.442,0.194,1.606,0.00418723,0.6,0.4
L20G0T33-4_G027T34-3_C6S,4715.02,0.286,2931.562,6116.416,2449.993,2931.562,0.214,1.599,0.00462179,0.6,0.4
L20G0T33-4_G02T34-0_C6S,6747.443,0.292,3880.451,8888.258,3665.779,3880.451,0.252,1.486,0.00544696,0.6,0.4
L20G0T33-4_G02T34-3_C6S,4432.777,0.306,2805.432,6071.003,2676.84,2805.432,0.216,1.653,0.00467264,0.6,0.4
L20G0T33-4_G0T34-0_C6S,6674.703,0.256,2623.115,8102.059,2787.805,2623.115,0.201,0.987,0.00433559,0.6,0.4
L20G0T34-0_G0124T64-2_C9S,6057.018,0.176,1792.845,6549.434,1398.908,1792.845,0.182,0.696,0.00393667,0.6,0.4
L20G0T34-0_G012T64-9_C9S,9380.883,0.199,2832.534,10410.236,2586.313,2832.534,0.261,0.724,0.00563184,0.6,0.4
L20G0T34-0_G0134T64-0_C9S,5170.222,0.175,1282.659,5584.855,1184.666,1282.659,0.142,0.583,0.00305764,0.6,0.4
L20G0T34-0_G0134T64-2_C9S,5146.027,0.175,1289.964,5558.72,1179.122,1289.964,0.142,0.589,0.00305878,0.6,0.4
L20G0T34-0_G0135T64-0_C9S,5022.083,0.154,1158.112,5320.376,968.485,1158.112,0.139,0.532,0.00299673,0.6,0.4
L20G0T34-0_G0135T64-1_C9S,5050.316,0.153,1161.032,5345.806,965.653,1161.032,0.139,0.53,0.00299558,0.6,0.4
L20G0T34-0_G0137T64-0_C9S,5152.026,0.155,1214.062,5462.654,1002.025,1214.062,0.146,0.544,0.00314783,0.6,0.4
L20G0T34-0_G0137T64-1_C9S,5168.323,0.153,1216.926,5470.717,988.217,1216.926,0.146,0.543,0.00314655,0.6,0.4
L20G0T34-0_G013T34-0_C6S,5549.828,0.204,1502.693,6197.898,1588.406,1502.693,0.147,0.652,0.00317998,0.6,0.4
L20G0T34-0_G013T34-1_C6S,5436.672,0.199,1423.705,6033.231,1498.893,1423.705,0.145,0.628,0.0031282,0.6,0.4
L20G0T34-0_G0145T64-0_C9S,5120.469,0.159,1189.037,5448.01,1030.004,1189.037,0.135,0.538,0.0029209,0.6,0.4
L20G0T34-0_G0145T64-1_C9S,5065.88,0.161,1106.342,5399.517,1036.141,1106.342,0.139,0.507,0.00300098,0.6,0.4
L20G0T34-0_G014T64-2_C9S,6018.898,0.064,1182.782,6072.041,415.182,1182.782,0.18,0.418,0.00387818,0.6,0.4
L20G0T34-0_G0156T64-0_C9S,4858.401,0.135,1051.231,5072.134,791.605,1051.231,0.135,0.491,0.00292449,0.6,0.4
L20G0T34-0_G0156T64-1_C9S,4814.399,0.135,1057.572,5026.197,784.435,1057.572,0.139,0.499,0.00300282,0.6,0.4
L20G0T34-0_G0158T64-0_C9S,6038.01,0.159,1377.769,6424.244,1214.572,1377.769,0.172,0.529,0.00371995,0.6,0.4
L20G0T34-0_G015T34-11_C6S,5268.257,0.19,1394.215,5783.801,1356.694,1394.215,0.14,0.63,0.00303216,0.6,0.4
L20G0T34-0_G015T34-15_C6S,5706.522,0.217,1559.378,6486.736,1797.729,1559.378,0.152,0.665,0.00327659,0.6,0.4
L20G0T34-0_G015T34-2_C6S,5870.018,0.215,1583.387,6653.619,1822.329,1583.387,0.154,0.655,0.00332716,0.6,0.4
L20G0T34-0_G015T34-6_C6S,5162.841,0.182,1270.589,5617.815,1249.93,1270.589,0.138,0.582,0.00297977,0.6,0.4
L20G0T34-0_G015T64-10_C9S,5664.849,0.079,1113.436,5742.678,492.586,1113.436,0.169,0.424,0.00363994,0.6,0.4
L20G0T34-0_G015T64-17_C9S,4895.641,0.143,1123.651,5140.98,857.83,1123.651,0.151,0.525,0.003252,0.6,0.4
L20G0T34-0_G015T64-7_C9S,4919.529,0.143,1130.813,5166.065,862.016,1130.813,0.147,0.525,0.00317601,0.6,0.4
L20G0T34-0_G0167T64-0_C9S,4855.421,0.138,1028.596,5079.879,813.252,1028.596,0.138,0.482,0.00298454,0.6,0.4
L20G0T34-0_G0167T64-4_C9S,4753.679,0.138,1010.149,4973.433,796.211,1010.149,0.145,0.484,0.00312144,0.6,0.4
L20G0T34-0_G017T34-0_C6S,6009.7,0.218,1620.215,6841.214,1907.141,1620.215,0.157,0.657,0.00340011,0.6,0.4
L20G0T34-0_G017T34-1_C6S,5035.075,0.174,1195.635,5433.383,1144.562,1195.635,0.135,0.558,0.00290555,0.6,0.4
L20G0T34-0_G017T34-4_C6S,5146.708,0.182,1329.113,5600.261,1246.024,1329.113,0.137,0.61,0.00295814,0.6,0.4
L20G0T34-0_G017T34-5_C6S,5802.253,0.224,1611.184,6664.044,1923.642,1611.184,0.155,0.68,0.00335076,0.6,0.4
L20G0T34-0_G017T64-2_C9S,4937.953,0.141,1125.049,5177.618,849.877,1125.049,0.161,0.52,0.00347554,0.6,0.4
L20G0T34-0_G017T64-6_C9S,4826.118,0.141,1103.101,5060.355,830.629,1103.101,0.167,0.522,0.00361197,0.6,0.4
L20G0T34-0_G01T34-0_C6S,7193.276,0.236,2392.753,8421.078,2601.275,2392.753,0.199,0.822,0.00429062,0.6,0.4
L20G0T34-0_G01T34-10_C6S,6943.564,0.238,2340.592,8156.155,2547.461,2340.592,0.201,0.835,0.0043405,0.6,0.4
L20G0T34-0_G01T34-6_C6S,5742.462,0.177,1628.204,6215.685,1336.788,1628.204,0.158,0.667,0.0034124,0.6,0.4
L20G0T34-0_G01T34-7_C6S,5747.126,0.18,1626.403,6240.259,1369.813,1626.403,0.163,0.668,0.00351381,0.6,0.4
L20G0T34-0_G023T34-2_C6S,6054.623,0.165,1062.927,6476.984,1279.883,1062.927,0.144,0.409,0.0031156,0.6,0.4
L20G0T34-0_G023T64-3_C9S,7645.57,0.189,2481.343,8384.139,1953.887,2481.343,0.2,0.772,0.00431921,0.6,0.4
L20G0T34-0_G025T34-2_C6S,5734.214,0.144,960.648,6026.174,1013.749,960.648,0.137,0.383,0.00296725,0.6,0.4
L20G0T34-0_G025T34-5_C6S,6200.211,0.181,1149.591,6739.378,1489.411,1149.591,0.151,0.438,0.00326406,0.6,0.4
L20G0T34-0_G027T34-1_C6S,5543.917,0.137,920.101,5796.027,920.111,920.101,0.134,0.377,0.00289306,0.6,0.4
L20G0T34-0_G027T34-3_C6S,6233.062,0.183,1176.537,6789.683,1520.823,1176.537,0.155,0.447,0.00333832,0.6,0.4
L20G0T34-0_G02T34-1_C6S,7948.939,0.211,2261.521,8960.127,2396.181,2261.521,0.202,0.689,0.00435242,0.6,0.4
L20G0T34-0_G02T34-5_C6S,5796.198,0.201,1757.58,6448.308,1622.165,1757.58,0.157,0.728,0.00340051,0.6,0.4
L20G0T34-0_G034T64-0_C9S,6378.488,0.185,1844.872,6963.322,1580.631,1844.872,0.179,0.685,0.00386432,0.6,0.4
L20G0T34-0_G034T64-1_C9S,6363.533,0.183,1841.018,6931.805,1552.657,1841.018,0.179,0.685,0.00386418,0.6,0.4
L20G0T34-0_G038T64-0_C9S,6889.308,0.154,1613.428,7298.508,1328.57,1613.428,0.186,0.541,0.00401532,0.6,0.4
L20G0T34-0_G046T64-0_C9S,5855.153,0.132,1066.114,6100.055,927.658,1066.114,0.156,0.412,0.00336396,0.6,0.4
L20G0T34-0_G046T64-1_C9S,5911.904,0.129,1068.312,6146.78,910.373,1068.312,0.163,0.408,0.0035177,0.6,0.4
L20G0T34-0_G048T64-0_C9S,6868.92,0.094,1023.91,7005.567,726.847,1023.91,0.183,0.326,0.00395177,0.6,0.4
L20G0T34-0_G04T64-0_C9S,6552.05,0.202,2145.662,7298.429,1847.472,2145.662,0.196,0.787,0.00422781,0.6,0.4
L20G0T34-0_G057T64-0_C9S,5685.595,0.118,928.447,5870.963,785.458,928.447,0.148,0.365,0.00319837,0.6,0.4
L20G0T34-0_G057T64-1_C9S,5679.584,0.118,927.497,5864.756,784.627,927.497,0.148,0.365,0.00319812,0.6,0.4
L20G0T34-0_G058T64-2_C9S,7125.773,0.081,1102.928,7228.993,637.158,1102.928,0.19,0.335,0.00411235,0.6,0.4
L20G0T34-0_G058T64-3_C9S,5858.017,0.186,1683.916,6402.222,1462.915,1683.916,0.168,0.682,0.0036183,0.6,0.4
L20G0T34-0_G05T64-0_C9S,6202.382,0.163,1726.102,6622.841,1289.753,1726.102,0.184,0.647,0.00396867,0.6,0.4
L20G0T34-0_G05T64-1_C9S,5744.517,0.119,951.462,5935.323,801.707,951.462,0.153,0.371,0.00329967,0.6,0.4
L20G0T34-0_G05T64-2_C9S,6295.074,0.165,1817.187,6734.209,1330.712,1817.187,0.191,0.673,0.0041226,0.6,0.4
L20G0T34-0_G067T64-0_C9S,6088.554,0.147,1543.806,6413.5,1105.257,1543.806,0.174,0.582,0.00376539,0.6,0.4
L20G0T34-0_G067T64-1_C9S,6148.663,0.147,1674.893,6476.817,1116.169,1674.893,0.187,0.625,0.00404099,0.6,0.4
L20G0T34-0_G068T64-1_C9S,5570.406,0.18,1481.346,6048.375,1327.692,1481.346,0.162,0.628,0.00349361,0.6,0.4
L20G0T34-0_G07T64-0_C9S,6191.349,0.151,1695.813,6542.779,1163.674,1695.813,0.197,0.631,0.0042564,0.6,0.4
L20G0T34-0_G07T64-1_C9S,5616.462,0.119,915.724,5803.015,783.835,915.724,0.141,0.365,0.00304597,0.6,0.4
L20G0T34-0_G07T64-2_C9S,6255.987,0.153,1861.193,6622.02,1196.185,1861.193,0.21,0.686,0.00453153,0.6,0.4
L20G0T34-0_G08T34-0_C6S,5490.233,0.175,1411.157,5930.53,1257.991,1411.157,0.177,0.604,0.00382726,0.6,0.4
L20G0T34-0_G0T34-2_C6S,9924.377,0.23,3522.999,11505.225,3436.626,3522.999,0.238,0.873,0.00513804,0.6,0.4
L20G0T34-0_G13T64-0_C9S,6008.192,0.156,1555.562,6375.878,1178.48,1555.562,0.184,0.599,0.00397108,0.6,0.4
L20G0T34-0_G18T34-1_C6S,5203.722,0.189,1339.066,5706.406,1329.853,1339.066,0.148,0.612,0.00320143,0.6,0.4
L20G0T34-2_G012T64-0_C9S,10213.028,0.253,4311.195,12325.289,4174.428,4311.195,0.273,1.058,0.00589417,0.6,0.4
L20G0T34-2_G012T64-2_C9S,9832.025,0.256,4254.674,11934.561,4106.516,4254.674,0.27,1.087,0.00583559,0.6,0.4
L20G0T34-2_G01T34-8_C6S,10350.671,0.286,5567.645,13427.092,5378.359,5567.645,0.35,1.383,0.00756202,0.6,0.4
L20G0T34-2_G01T64-1_C9S,9642.568,0.261,4292.346,11822.087,4175.325,4292.346,0.271,1.123,0.00584728,0.6,0.4
L20G0T34-2_G08T64-1_C9S,9716.919,0.278,5182.477,12363.8,4760.577,5182.477,0.334,1.363,0.00721011,0.6,0.4
L20G1T13-0_G012T64-2_C7S,1737.074,0.086,150.812,1765.649,166.133,150.812,0.054,0.189,0.00116455,0.6,0.4
L20G1T13-0_G0T34-0_C4S,3167.781,0.148,615.831,3339.49,580.099,615.831,0.069,0.446,0.00148855,0.6,0.4
L20G0124T64-0S,828.063,0.323,598.225,1196.986,571.088,598.225,0.086,1.912,0.00186004,0.6,0.6
L20G0124T64-1S,2169.803,0.014,333.088,2170.666,30.821,333.088,0.138,0.311,0.00298054,0.6,0.6
L20G0124T64-2S,1922.056,0.265,1181.862,2376.102,856.69,1181.862,0.143,1.556,0.00308562,0.6,0.6
L20G0124T64-3S,3731.342,0.207,1132.173,4183.438,1092.02,1132.173,0.179,0.732,0.00387069,0.6,0.6
L20G0124T64-4S,2175.448,0.014,333.393,2176.313,30.901,333.393,0.138,0.311,0.00298054,0.6,0.6
L20G0124T64-5S,827.726,0.322,597.891,1192.435,566.319,597.891,0.086,1.91,0.00186004,0.6,0.6
L20G0124T64-6S,3731.33,0.208,1131.11,4188.987,1100.138,1131.11,0.179,0.732,0.00387069,0.6,0.6
L20G0124T64-7S,1925.992,0.265,1182.79,2380.967,858.444,1182.79,0.143,1.554,0.00308562,0.6,0.6
L20G0125T64-0S,2976.846,0.055,640.135,2996.027,174.372,640.135,0.155,0.454,0.0033379,0.6,0.6
L20G0125T64-1S,3282.647,0.188,847.993,3595.665,832.494,847.993,0.161,0.614,0.00346817,0.6,0.6
L20G0125T64-2S,3238.984,0.259,1610.118,3955.071,1382.407,1610.118,0.169,1.252,0.00363999,0.6,0.6
L20G0125T64-3S,3278.125,0.187,847.167,3586.667,824.977,847.167,0.161,0.614,0.00346828,0.6,0.6
L20G0125T64-4S,2974.37,0.055,640.841,2993.535,174.227,640.841,0.155,0.455,0.0033379,0.6,0.6
L20G0125T64-5S,3235.351,0.258,1608.591,3942.751,1370.929,1608.591,0.169,1.251,0.00363989,0.6,0.6
L20G0128T64-0S,1793.341,0.298,957.997,2400.733,1019.115,957.997,0.134,1.387,0.00290111,0.6,0.6
L20G0128T64-1S,2799.577,0.271,1251.127,3505.976,1303.319,1251.127,0.155,1.136,0.00333819,0.6,0.6
L20G0128T64-2S,1790.655,0.298,958.191,2397.138,1017.588,958.191,0.134,1.389,0.00290111,0.6,0.6
L20G0128T64-3S,2798.517,0.271,1250.589,3504.648,1302.825,1250.589,0.155,1.136,0.00333819,0.6,0.6
L20G012T34-4S,898.425,0.39,976.002,1792.149,1145.8,976.002,0.091,3.02,0.00197568,0.6,0.6
L20G012T34-4_G0124T64-4_C9S,4769.903,0.266,1991.328,5909.164,2141.468,1991.328,0.21,1.057,0.00452741,0.6,0.6
L20G012T34-4_G0125T64-0_C9S,5502.329,0.246,2156.777,6554.448,2138.454,2156.777,0.226,0.977,0.00487915,0.6,0.6
L20G012T34-4_G0128T64-1_C9S,3968.185,0.311,2354.436,5517.173,2490.335,2354.436,0.226,1.556,0.00487243,0.6,0.6
L20G012T34-4_G0128T64-3_C9S,4063.857,0.319,2446.179,5796.051,2715.037,2446.179,0.23,1.588,0.00496933,0.6,0.6
L20G012T34-4_G012T34-7_C6S,2112.968,0.368,2160.355,3697.6,2153.033,2160.355,0.173,2.797,0.00372798,0.6,0.6
L20G012T34-4_G012T64-10_C9S,3277.085,0.35,2662.208,5259.519,2832.049,2662.208,0.243,2.193,0.00525681,0.6,0.6
L20G012T34-4_G012T64-5_C9S,2615.027,0.358,2354.74,4353.044,2427.399,2354.74,0.238,2.446,0.00513288,0.6,0.6
L20G012T34-4_G012T64-9_C9S,10853.768,0.272,4646.461,13622.599,5089.762,4646.461,0.336,1.089,0.00726406,0.6,0.6
L20G012T34-4_G0138T64-2_C9S,2473.622,0.333,1808.416,3705.805,1850.124,1808.416,0.219,1.949,0.00472084,0.6,0.6
L20G012T34-4_G013T34-0_C6S,2799.489,0.336,2080.874,4241.96,2146.534,2080.874,0.179,1.986,0.00386264,0.6,0.6
L20G012T34-4_G014T64-4_C9S,4591.631,0.318,2887.813,6527.315,3043.528,2887.813,0.251,1.658,0.00541255,0.6,0.6
L20G012T34-4_G0158T64-3_C9S,3049.266,0.341,2205.883,4712.212,2438.337,2205.883,0.237,1.94,0.00511613,0.6,0.6
L20G012T34-4_G0158T64-5_C9S,1741.906,0.342,1407.7,2702.782,1404.789,1407.7,0.2,2.169,0.00432589,0.6,0.6
L20G012T34-4_G015T34-11_C6S,2083.57,0.355,1799.926,3420.035,1882.345,1799.926,0.17,2.341,0.00367963,0.6,0.6
L20G012T34-4_G015T34-2_C6S,3869.138,0.311,2373.949,5379.463,2428.176,2373.949,0.187,1.609,0.00404555,0.6,0.6
L20G012T34-4_G0178T64-2_C9S,3160.674,0.348,2368.218,5028.794,2684.08,2368.218,0.246,2.02,0.00531375,0.6,0.6
L20G012T34-4_G0178T64-3_C9S,1451.814,0.354,1251.82,2372.149,1299.908,1251.82,0.191,2.335,0.00412847,0.6,0.6
L20G012T34-4_G017T34-0_C6S,4416.728,0.301,2502.262,5962.35,2567.478,2502.262,0.192,1.474,0.0041369,0.6,0.6
L20G012T34-4_G017T34-4_C6S,1835.519,0.362,1666.355,3115.253,1767.589,1666.355,0.166,2.473,0.00358811,0.6,0.6
L20G012T34-4_G018T64-1_C9S,2819.37,0.357,2313.633,4671.079,2593.429,2313.633,0.203,2.227,0.00438679,0.6,0.6
L20G012T34-4_G018T64-3_C9S,1927.512,0.31,1723.657,2671.722,1200.339,1723.657,0.208,2.343,0.0044908,0.6,0.6
L20G012T34-4_G018T64-9_C9S,4268.397,0.31,2332.281,5916.42,2658.102,2332.281,0.241,1.432,0.0052023,0.6,0.6
L20G012T34-4_G028T64-1_C9S,1850.203,0.378,1558.628,3422.715,2080.042,1558.628,0.179,2.322,0.00386365,0.6,0.6
L20G012T34-4_G048T64-1_C9S,5999.512,0.167,1401.981,6430.072,1289.102,1401.981,0.235,0.545,0.00507533,0.6,0.6
L20G012T34-4_G058T64-7_C9S,6452.374,0.147,1548.158,6796.737,1171.302,1548.158,0.246,0.55,0.00531567,0.6,0.6
L20G012T34-4_G12T64-0_C9S,5840.406,0.235,2577.101,6825.927,2096.853,2577.101,0.263,1.09,0.00567132,0.6,0.6
L20G012T34-4_G12T64-1_C9S,6325.536,0.247,2578.853,7548.755,2476.152,2578.853,0.264,1.017,0.00569191,0.6,0.6
L20G012T34-4_G12T64-2_C9S,2927.491,0.327,2077.391,4291.05,2084.953,2077.391,0.209,1.883,0.00452418,0.6,0.6
L20G012T34-4_G13T64-0_C9S,3316.612,0.315,2422.462,4669.364,2147.226,2422.462,0.233,1.921,0.00502596,0.6,0.6
L20G012T34-4_G17T64-0_C9S,5668.547,0.244,1963.567,6728.267,2171.557,1963.567,0.233,0.862,0.00502604,0.6,0.6
L20G012T34-4_G17T64-1_C9S,4675.068,0.202,1616.983,5207.63,1318.222,1616.983,0.235,0.831,0.00507889,0.6,0.6
L20G012T34-7S,899.69,0.39,975.938,1794.673,1147.414,975.938,0.091,3.016,0.00197568,0.6,0.6
L20G012T34-7_G0124T64-1_C9S,4769.59,0.266,1992.141,5908.776,2141.328,1992.141,0.21,1.058,0.00452741,0.6,0.6
L20G012T34-7_G0125T64-4_C9S,5498.127,0.247,2157.784,6561.343,2152.26,2157.784,0.226,0.979,0.00487915,0.6,0.6
L20G012T34-7_G0128T64-1_C9S,4066.398,0.318,2447.975,5780.66,2695.381,2447.975,0.23,1.587,0.00496932,0.6,0.6
L20G012T34-7_G0128T64-3_C9S,3966.877,0.311,2355.41,5515.355,2489.514,2355.41,0.226,1.557,0.00487243,0.6,0.6
L20G012T34-7_G012T64-10_C9S,2616.604,0.358,2354.207,4355.67,2428.862,2354.207,0.238,2.444,0.00513289,0.6,0.6
L20G012T34-7_G012T64-9_C9S,9278.74,0.266,4145.962,11494.908,4165.73,4145.962,0.33,1.131,0.00713038,0.6,0.6
L20G012T34-7_G0138T64-2_C9S,2373.796,0.334,2040.547,3569.634,1790.177,2040.547,0.219,2.293,0.00472503,0.6,0.6
L20G012T34-7_G014T64-0_C9S,4592.624,0.318,2888.875,6528.726,3044.186,2888.875,0.251,1.658,0.00541255,0.6,0.6
L20G012T34-7_G0158T64-3_C9S,2878.199,0.345,2493.842,4521.454,2381.529,2493.842,0.237,2.331,0.00512031,0.6,0.6
L20G012T34-7_G0158T64-5_C9S,1752.899,0.338,1582.962,2676.787,1366.698,1582.962,0.2,2.417,0.00433007,0.6,0.6
L20G012T34-7_G0178T64-2_C9S,3024.991,0.351,2676.258,4876.376,2637.3,2676.258,0.246,2.391,0.00531793,0.6,0.6
L20G012T34-7_G0178T64-3_C9S,1493.849,0.348,1395.961,2376.79,1268.593,1395.961,0.191,2.519,0.00413265,0.6,0.6
L20G012T34-7_G018T64-10_C9S,4271.469,0.309,2332.066,5902.722,2639.567,2332.066,0.241,1.429,0.0052023,0.6,0.6
L20G012T34-7_G018T64-3_C9S,2818.932,0.357,2313.994,4670.353,2593.026,2313.994,0.203,2.228,0.00438679,0.6,0.6
L20G012T34-7_G023T34-1_C6S,4504.481,0.244,1892.538,5346.582,1725.616,1892.538,0.178,1.045,0.0038372,0.6,0.6
L20G012T34-7_G025T34-1_C6S,4827.111,0.268,2235.55,6005.665,2198.796,2235.55,0.186,1.174,0.00402031,0.6,0.6
L20G012T34-7_G025T34-4_C6S,3918.694,0.228,1554.519,4528.573,1337.454,1554.519,0.169,0.974,0.00365443,0.6,0.6
L20G012T34-7_G027T34-0_C6S,4934.309,0.273,2399.194,6206.925,2330.799,2399.194,0.19,1.238,0.00411187,0.6,0.6
L20G012T34-7_G027T34-2_C6S,3510.701,0.232,1391.767,4083.002,1233.407,1391.767,0.165,0.977,0.00356299,0.6,0.6
L20G012T34-7_G028T64-0_C9S,1847.491,0.378,1559.127,3417.698,2076.993,1559.127,0.179,2.326,0.00386365,0.6,0.6
L20G012T34-7_G028T64-1_C9S,1271.694,0.369,1461.405,2237.213,1308.291,1461.405,0.182,3.146,0.00393792,0.6,0.6
L20G012T34-7_G058T64-6_C9S,3341.75,0.311,2406.467,4646.208,2097.2,2406.467,0.213,1.888,0.0045968,0.6,0.6
L20G012T34-7_G068T64-3_C9S,2978.02,0.317,2113.674,4219.699,1958.484,2113.674,0.204,1.87,0.00440979,0.6,0.6
L20G012T34-7_G123T64-0_C9S,6945.197,0.188,2161.623,7607.458,1761.333,2161.623,0.211,0.74,0.00455549,0.6,0.6
L20G012T34-7_G123T64-2_C9S,4381.102,0.244,1729.53,5200.137,1678.351,1729.53,0.174,0.982,0.00374974,0.6,0.6
L20G012T34-7_G12T64-0_C9S,6320.618,0.247,2579.152,7542.886,2474.227,2579.152,0.264,1.018,0.00569398,0.6,0.6
L20G012T34-7_G12T64-1_C9S,5845.176,0.235,2577.011,6831.502,2098.566,2577.011,0.263,1.089,0.00567132,0.6,0.6
L20G012T34-7_G12T64-2_C9S,2926.967,0.327,2077.44,4290.282,2084.58,2077.44,0.209,1.884,0.00452108,0.6,0.6
L20G012T34-7_G17T64-1_C9S,5662.949,0.243,1960.201,6709.718,2153.846,1960.201,0.233,0.861,0.00502604,0.6,0.6
L20G012T64-0S,2360.24,0.096,230.035,2409.365,255.862,230.035,0.066,0.214,0.00142884,0.6,0.6
L20G012T64-0_G013T34-0_C9S,3901.722,0.227,1076.615,4501.929,1322.041,1076.615,0.155,0.677,0.00334997,0.6,0.6
L20G012T64-0_G013T34-1_C9S,4037.595,0.228,1207.691,4665.979,1378.035,1207.691,0.155,0.735,0.00334997,0.6,0.6
L20G012T64-0_G015T34-11_C9S,3509.384,0.202,873.622,3909.156,989.536,873.622,0.145,0.598,0.00313161,0.6,0.6
L20G012T64-0_G015T34-15_C9S,4405.661,0.255,1392.598,5337.373,1826.886,1392.598,0.165,0.793,0.00356928,0.6,0.6
L20G012T64-0_G015T34-2_C9S,4309.422,0.255,1287.369,5220.781,1786.979,1287.369,0.165,0.75,0.00356928,0.6,0.6
L20G012T64-0_G015T34-6_C9S,3631.558,0.2,998.452,4035.064,1008.766,998.452,0.145,0.66,0.00313055,0.6,0.6
L20G012T64-0_G017T34-0_C9S,4485.687,0.266,1397.586,5557.065,2013.868,1397.586,0.17,0.789,0.00367884,0.6,0.6
L20G012T64-0_G017T34-1_C9S,3431.734,0.186,892.728,3750.539,857.003,892.728,0.14,0.617,0.00302082,0.6,0.6
L20G012T64-0_G017T34-4_C9S,3325.94,0.19,774.669,3651.411,856.504,774.669,0.14,0.554,0.00302223,0.6,0.6
L20G012T64-0_G017T34-5_C9S,4559.014,0.264,1469.145,5624.186,2017.371,1469.145,0.17,0.815,0.00367883,0.6,0.6
L20G012T64-0_G023T34-1_C9S,4989.926,0.182,588.905,5429.662,1208.067,588.905,0.154,0.279,0.00332379,0.6,0.6
L20G012T64-0_G023T34-2_C9S,5108.945,0.182,843.946,5559.17,1236.881,843.946,0.154,0.391,0.00332204,0.6,0.6
L20G012T64-0_G025T34-1_C9S,5237.25,0.203,763.373,5841.301,1487.809,763.373,0.164,0.351,0.00354237,0.6,0.6
L20G012T64-0_G025T34-2_C9S,4647.206,0.146,683.955,4891.386,836.232,683.955,0.144,0.337,0.00310288,0.6,0.6
L20G012T64-0_G025T34-4_C9S,4555.117,0.146,416.499,4794.458,819.661,416.499,0.144,0.21,0.00310489,0.6,0.6
